no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,1,2,2,Meal Plan 1,0,Room_Type 1,94,2018,9,3,Offline,0,0,0,102.68,0,Not_Canceled
2,1,0,2,Meal Plan 1,0,Room_Type 6,2,2018,11,25,Offline,0,0,0,153.8,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,31,2018,4,23,Offline,0,0,0,87.04,0,Not_Canceled
2,2,2,5,Meal Plan 2,0,Room_Type 6,148,2018,7,11,Online,0,0,0,217.11,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,8,4,Corporate,0,0,0,65,0,Canceled
2,0,2,5,Meal Plan 2,0,Room_Type 4,271,2018,12,26,Online,0,0,0,144.63,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,79,2017,11,13,Offline,0,0,0,75,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,101,2018,5,25,Online,0,0,0,132.6,0,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,68,2018,4,25,Online,0,0,0,114.5,1,Not_Canceled
2,1,2,3,Meal Plan 1,0,Room_Type 4,126,2018,5,15,Online,0,0,0,125.45,2,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 7,16,2018,5,6,Online,0,0,0,194.58,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,5,2017,12,17,Offline,0,0,0,69,0,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,156,2018,9,25,Online,0,0,0,116.1,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,61,2018,4,11,Online,0,0,0,76.58,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 5,16,2018,2,6,Corporate,0,0,0,86,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,70,0,Not_Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 4,104,2018,8,24,Online,0,0,0,150.3,0,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,106,2018,10,7,Online,0,0,0,113.4,2,Not_Canceled
2,0,0,2,Meal Plan 1,1,Room_Type 1,2,2018,1,22,Online,0,0,0,98,1,Not_Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 4,147,2018,8,22,Online,0,0,0,137.7,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,78,2018,3,25,Online,0,0,0,100,0,Canceled
2,0,1,0,Meal Plan 1,1,Room_Type 4,3,2018,6,20,Complementary,0,0,0,0,3,Not_Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,31,2017,10,11,Online,0,0,0,94.5,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,59,2018,8,11,Online,0,0,0,144.9,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,7,2018,6,9,Online,0,0,0,151,1,Not_Canceled
3,0,1,3,Meal Plan 1,0,Room_Type 4,15,2018,4,7,Online,0,0,0,148.5,2,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,104,2018,4,18,Online,0,0,0,72.25,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,63,2018,8,9,Online,0,0,0,144.1,0,Not_Canceled
2,0,0,4,Not Selected,0,Room_Type 1,134,2018,7,13,Online,0,0,0,89.25,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Online,0,0,0,115,1,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,50,2018,12,13,Offline,1,0,2,67.5,1,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,163,2018,10,15,Online,0,0,0,115,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,6,2,Offline,0,0,0,140,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130,0,Canceled
2,2,2,5,Meal Plan 1,0,Room_Type 6,279,2018,9,20,Online,0,0,0,177.3,0,Canceled
2,0,2,3,Not Selected,0,Room_Type 1,308,2018,12,29,Online,0,0,0,71.91,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Online,0,0,0,75,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,9,2018,10,29,Online,0,0,0,137.63,1,Not_Canceled
2,0,2,3,Not Selected,0,Room_Type 1,1,2017,9,20,Online,0,0,0,102.41,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2018,9,29,Online,0,0,0,93.09,1,Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 1,2,2018,4,1,Online,0,0,0,90.47,1,Not_Canceled
1,0,0,3,Meal Plan 2,0,Room_Type 1,71,2018,5,10,Offline,0,0,0,98,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,Offline,0,0,0,120,0,Not_Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Online,0,0,0,107,0,Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,3,21,Corporate,1,0,6,65,1,Not_Canceled
1,0,2,1,Not Selected,0,Room_Type 1,89,2018,12,17,Online,0,0,0,79.2,2,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,39,2018,6,27,Online,0,0,0,113.4,0,Canceled
2,2,1,3,Meal Plan 1,0,Room_Type 6,10,2017,9,7,Online,0,0,0,159.75,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,80,2018,9,15,Online,0,0,0,168.3,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,185,2018,12,16,Online,0,0,0,103.5,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,88,2018,12,1,Online,0,0,0,93.6,0,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2,2017,12,17,Online,0,0,0,63.75,1,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,1,2018,4,4,Online,0,0,0,89,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,32,2017,11,14,Online,0,0,0,96.3,3,Not_Canceled
2,0,1,2,Meal Plan 1,1,Room_Type 1,9,2018,4,8,Online,0,0,0,125.33,1,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,198,2018,9,22,Online,0,0,0,159.3,3,Not_Canceled
2,0,2,5,Not Selected,0,Room_Type 1,39,2018,11,15,Online,0,0,0,74.8,1,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,98,2018,9,27,Offline,0,0,0,95,1,Not_Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 1,92,2017,10,6,Online,0,0,0,89.25,1,Not_Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,38,2018,9,9,Online,0,0,0,170.1,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,6,22,Corporate,0,0,0,100,0,Canceled
1,0,2,3,Meal Plan 1,0,Room_Type 1,2,2018,1,2,Online,0,0,0,88,0,Not_Canceled
1,0,2,0,Meal Plan 2,0,Room_Type 1,132,2018,7,3,Online,0,0,0,90.9,1,Not_Canceled
2,0,0,5,Not Selected,0,Room_Type 1,273,2018,11,22,Online,0,0,0,63.75,0,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,45,2017,10,22,Online,0,0,0,85.5,2,Not_Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,7,2018,5,13,Online,0,0,0,215,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,132,2018,5,16,Online,0,0,0,105.3,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,17,Offline,0,0,0,65,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 2,119,2018,2,10,Online,0,0,0,81,1,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,31,2018,10,15,Offline,0,0,0,85,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,87,2018,5,21,Online,0,0,0,119.85,1,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 4,73,2018,5,25,Online,0,0,0,129.96,1,Not_Canceled
2,1,2,0,Meal Plan 1,0,Room_Type 4,124,2018,10,9,Online,0,0,0,135,0,Canceled
3,0,2,3,Meal Plan 1,0,Room_Type 4,54,2018,9,2,Online,0,0,0,139.86,0,Canceled
2,2,2,3,Meal Plan 1,0,Room_Type 6,169,2018,7,3,Online,0,0,0,158.95,1,Canceled
2,1,2,0,Not Selected,0,Room_Type 1,11,2018,10,2,Online,0,0,0,135,3,Not_Canceled
2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Online,0,0,0,115,1,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,38,2018,9,2,Online,0,0,0,109.8,0,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Online,0,0,0,60,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,301,2018,11,18,Online,0,0,0,52,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115,0,Canceled
2,0,0,4,Not Selected,0,Room_Type 1,10,2018,11,1,Online,0,0,0,102,0,Canceled
2,0,1,3,Meal Plan 2,0,Room_Type 1,66,2018,5,9,Online,0,0,0,152.15,1,Not_Canceled
0,2,0,1,Meal Plan 1,0,Room_Type 2,9,2018,12,10,Complementary,0,0,0,0,1,Not_Canceled
2,0,2,5,Not Selected,0,Room_Type 1,210,2018,7,16,Online,0,0,0,87.18,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,115,2018,11,18,Online,0,0,0,90,1,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,5,4,Offline,0,0,0,85,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,28,2017,9,7,Online,0,0,0,125.4,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,13,2017,8,18,Online,0,0,0,80,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,50,2018,11,10,Online,0,0,0,126.3,2,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 4,51,2018,8,29,Online,0,0,0,123.3,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,85,2018,10,6,Offline,0,0,0,85,1,Not_Canceled
2,0,1,3,Meal Plan 2,0,Room_Type 1,87,2018,7,18,Online,0,0,0,141.75,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,261,2018,10,13,Offline,0,0,0,90.95,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,207,2018,12,30,Offline,0,0,0,161.67,0,Not_Canceled
2,0,2,5,Not Selected,0,Room_Type 1,14,2018,2,7,Online,0,0,0,81,1,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,61,2018,11,11,Online,0,0,0,88,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,36,2018,11,26,Offline,0,0,0,72,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Online,0,0,0,120,0,Canceled
2,0,0,5,Meal Plan 1,1,Room_Type 2,5,2017,12,22,Complementary,0,0,0,1.6,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 6,30,2018,1,15,Online,0,0,0,75.15,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,28,2018,8,29,Online,0,0,0,90.98,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,146,2018,8,5,Offline,0,0,0,81.25,1,Not_Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,39,2018,12,19,Offline,0,0,0,102,0,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,96,2017,7,11,Online,0,0,0,94.5,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,29,2018,5,19,Offline,0,0,0,111.5,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,77,2018,3,20,Online,0,0,0,90.95,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,46,2018,11,11,Offline,0,0,0,75,0,Not_Canceled
2,2,0,2,Not Selected,0,Room_Type 6,0,2017,8,7,Online,0,0,0,153,1,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 4,15,2017,9,16,Online,0,0,0,115,2,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Online,0,0,0,62.8,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,34,2018,6,19,Online,0,0,0,122.4,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 2,214,2018,7,12,Online,0,0,0,81.5,1,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,0,2017,11,2,Online,0,0,0,104,1,Not_Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 4,41,2018,10,4,Online,0,0,0,139.5,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,71,0,Not_Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,15,2018,11,5,Online,0,0,0,107.99,1,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,122,2018,6,11,Online,0,0,0,109.65,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,15,2018,1,24,Online,0,0,0,68.99,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,36,2018,6,29,Online,0,0,0,133.1,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,29,2018,11,17,Online,0,0,0,89.9,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,89,2018,3,25,Online,0,0,0,105.3,1,Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,89,2018,12,10,Online,0,0,0,96,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,132,2018,7,29,Online,0,0,0,124.8,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,68,2017,9,29,Offline,0,0,0,48,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 4,44,2018,6,18,Offline,0,0,0,96.3,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,1,28,Online,0,0,0,92,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,5,10,Online,0,0,0,84,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,26,2018,10,21,Online,0,0,0,139,1,Not_Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 4,120,2018,8,9,Online,0,0,0,127.8,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,19,2018,9,23,Online,0,0,0,139,1,Not_Canceled
2,0,2,3,Meal Plan 1,1,Room_Type 1,207,2017,8,21,Online,0,0,0,76.5,2,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Online,0,0,0,109,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,286,2018,10,16,Online,0,0,0,90,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,45,2018,3,3,Online,0,0,0,78.3,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,11,2018,10,4,Complementary,1,1,1,0,0,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,87,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,101,2018,7,13,Online,0,0,0,105.3,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,178,2018,8,10,Online,0,0,0,99.45,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Online,0,0,0,120,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Online,0,0,0,95,0,Canceled
2,0,0,0,Meal Plan 1,0,Room_Type 1,274,2018,11,4,Online,0,0,0,0,2,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,74,2018,5,17,Online,0,0,0,126.9,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,268,2018,4,8,Online,0,0,0,78,0,Canceled
3,0,2,4,Meal Plan 1,0,Room_Type 1,16,2017,9,5,Offline,0,0,0,117.6,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,250,2018,9,26,Online,0,0,0,95,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,30,2018,7,14,Online,0,0,0,149.4,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Online,0,0,0,120,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,193,2018,7,9,Online,0,0,0,70.44,1,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,128,2018,8,4,Online,0,0,0,140.7,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,11,2017,12,15,Corporate,0,0,0,65,0,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,4,25,Corporate,1,0,4,65,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,5,2017,9,2,Offline,1,0,1,12,1,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,195,2018,9,27,Online,0,0,0,112.56,1,Canceled
2,0,3,5,Meal Plan 1,0,Room_Type 6,155,2018,5,22,Online,0,0,0,177.35,0,Canceled
2,1,1,0,Meal Plan 1,0,Room_Type 1,0,2018,7,10,Online,0,0,0,15,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,141,2018,9,4,Online,0,0,0,133.65,2,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,12,2018,1,19,Offline,0,0,0,72,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,29,2018,3,11,Online,0,0,0,63.87,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75,0,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,4,2017,8,8,Offline,0,0,0,94.5,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,191,2018,6,3,Online,0,0,0,132,0,Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,84,2018,7,13,Online,0,0,0,137.7,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,20,2018,10,27,Offline,0,0,0,85,0,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,21,2018,10,25,Offline,0,0,0,85,0,Not_Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 4,46,2018,9,2,Online,0,0,0,142.2,0,Not_Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Online,0,0,0,120,0,Canceled
2,0,0,3,Not Selected,0,Room_Type 1,128,2018,8,3,Online,0,0,0,94.5,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,13,2017,12,6,Online,1,1,0,107,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,230,2018,10,7,Online,0,0,0,103.5,0,Canceled
0,2,1,0,Meal Plan 1,0,Room_Type 2,197,2018,7,17,Online,0,0,0,86.5,0,Canceled
2,0,2,2,Meal Plan 1,1,Room_Type 2,190,2018,5,6,Online,0,0,0,109.3,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,183,2018,9,8,Online,0,0,0,110,1,Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,72,2017,9,18,Offline,0,0,0,108,0,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,5,2017,9,21,Online,0,0,0,145,0,Not_Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,60,2018,3,29,Online,0,0,0,123.3,1,Canceled
2,1,1,3,Not Selected,0,Room_Type 1,27,2018,3,21,Offline,0,0,0,62.8,0,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,119,0,Not_Canceled
1,0,2,3,Meal Plan 1,0,Room_Type 1,6,2017,8,14,Online,0,0,0,83.2,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,23,2018,8,3,Online,0,0,0,151,1,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,5,2018,8,21,Online,0,0,0,167,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,7,5,Online,0,0,0,135,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,20,2018,3,19,Online,0,0,0,109,1,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,17,2018,3,11,Online,0,0,0,97,0,Canceled
2,0,2,1,Not Selected,0,Room_Type 1,45,2018,12,4,Online,0,0,0,60.98,1,Not_Canceled
2,0,2,4,Not Selected,0,Room_Type 1,79,2018,6,16,Online,0,0,0,120.6,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,77,2018,6,28,Online,0,0,0,98.41,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Online,0,0,0,95,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,100,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,3,2,Online,0,0,0,93,1,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 2,137,2018,6,10,Offline,0,0,0,80.75,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,23,2018,11,17,Online,0,0,0,88,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,6,7,Corporate,0,0,0,95,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,49,2018,3,17,Online,0,0,0,71.1,1,Canceled
2,0,0,3,Not Selected,0,Room_Type 1,134,2018,8,11,Online,0,0,0,103.5,2,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,6,2018,2,26,Online,0,0,0,79,0,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,42,2018,4,1,Online,0,0,0,112.5,1,Not_Canceled
2,1,1,3,Meal Plan 1,0,Room_Type 4,26,2017,10,19,Offline,0,0,0,90,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,43,2018,11,1,Offline,0,0,0,75,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,10,2018,9,5,Online,0,0,0,164,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,16,2018,4,22,Online,0,0,0,117,0,Canceled
0,2,0,2,Meal Plan 1,0,Room_Type 2,187,2018,7,7,Online,0,0,0,86.5,1,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,60,2018,3,20,Online,0,0,0,75,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,51,2018,11,4,Offline,0,0,0,75,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,16,2018,2,16,Online,0,0,0,65.52,0,Not_Canceled
2,0,2,8,Meal Plan 1,0,Room_Type 1,115,2018,9,6,Online,0,0,0,129.6,2,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,46,2018,10,25,Online,0,0,0,119.5,2,Not_Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Online,0,0,0,115,1,Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 1,349,2018,10,4,Online,0,0,0,123.33,0,Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 4,59,2018,6,4,Online,0,0,0,153.09,1,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,193,2018,9,10,Online,0,0,0,97.71,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2017,10,15,Online,0,0,0,65,0,Canceled
2,0,0,1,Meal Plan 1,1,Room_Type 1,149,2018,6,3,Online,0,0,0,124.2,0,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,183,2018,7,4,Online,0,0,0,98.25,1,Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 4,228,2018,10,5,Online,0,0,0,115.6,2,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,29,2018,3,4,Offline,0,0,0,87,0,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,111,2018,7,24,Online,0,0,0,137.7,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,83,2018,5,1,Offline,0,0,0,75,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,9,30,Online,0,0,0,106.2,0,Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,9,2018,2,13,Online,0,0,0,127,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,20,2018,10,3,Online,0,0,0,149,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 2,254,2018,7,9,Online,0,0,0,100.7,1,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,34,2018,5,1,Online,0,0,0,126.9,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,2,12,Online,0,0,0,86.45,1,Not_Canceled
1,0,2,0,Meal Plan 2,0,Room_Type 1,200,2018,10,23,Offline,0,0,0,90,0,Not_Canceled
2,0,2,5,Not Selected,0,Room_Type 1,35,2018,12,4,Online,0,0,0,74.8,2,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,17,2018,2,13,Online,0,0,0,61.88,1,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,6,2017,12,10,Online,0,0,0,0,0,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,46,2018,12,16,Online,0,0,0,79.2,1,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,90,0,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Online,0,0,0,60,0,Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,35,2018,12,28,Online,0,0,0,183,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,50,2017,10,18,Online,0,0,0,94.5,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,98,2018,7,21,Online,0,0,0,124.8,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,308,2018,11,23,Online,0,0,0,78.3,2,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,25,2018,11,22,Online,0,0,0,80.08,1,Not_Canceled
